timestamp,matrix_size,response_time_ms
2025-08-29T10:29:21.401181,0,1767.293930053711
2025-08-29T10:29:21.477230,200,74.6011734008789
2025-08-29T10:29:21.674677,400,196.98691368103027
2025-08-29T10:29:21.842729,600,167.35410690307617
2025-08-29T10:29:22.008972,800,165.79222679138184
2025-08-29T10:29:22.182694,1000,173.2461452484131
2025-08-29T10:29:22.344191,1200,161.21912002563477
2025-08-29T10:29:22.455871,1400,111.25373840332031
2025-08-29T10:29:22.622249,1600,165.42625427246094
2025-08-29T10:29:22.734795,1800,111.9987964630127
2025-08-29T10:29:22.880346,2000,133.63885879516602
2025-08-29T10:29:23.025527,2200,144.65093612670898
2025-08-29T10:29:23.224964,2400,199.03326034545898
2025-08-29T10:29:23.381454,2600,155.90286254882812
2025-08-29T10:29:23.558865,2800,176.87606811523438
2025-08-29T10:29:23.752259,3000,192.90709495544434
2025-08-29T10:29:23.964843,3200,212.13674545288086
2025-08-29T10:29:24.200298,3400,234.7278594970703
2025-08-29T10:29:24.455476,3600,254.5011043548584
2025-08-29T10:29:24.738690,3800,282.69076347351074
2025-08-29T10:29:25.054860,4000,315.34790992736816
2025-08-29T10:29:25.441701,4200,386.1691951751709
2025-08-29T10:29:25.828946,4400,386.51585578918457
2025-08-29T10:29:26.248533,4600,418.8706874847412
2025-08-29T10:29:26.739609,4800,490.34690856933594
2025-08-29T10:29:27.363307,5000,622.9557991027832
2025-08-29T10:29:27.916787,5200,552.7200698852539
2025-08-29T10:29:28.521574,5400,603.8150787353516
2025-08-29T10:29:29.166309,5600,644.197940826416
2025-08-29T10:29:29.861035,5800,693.1228637695312
2025-08-29T10:29:30.659024,6000,797.4739074707031
2025-08-29T10:29:31.683157,6200,1023.3578681945801
2025-08-29T10:29:32.565242,6400,881.3629150390625
2025-08-29T10:29:33.517767,6600,951.7941474914551
2025-08-29T10:29:34.546077,6800,1027.583122253418
2025-08-29T10:29:35.677521,7000,1130.8860778808594
2025-08-29T10:29:36.905444,7200,1227.2019386291504
2025-08-29T10:29:38.162312,7400,1255.9289932250977
2025-08-29T10:29:39.566305,7600,1403.2959938049316
2025-08-29T10:29:41.103754,7800,1536.820888519287
2025-08-29T10:29:42.654757,8000,1550.2889156341553
2025-08-29T10:29:44.285485,8200,1630.1989555358887
2025-08-29T10:29:46.015493,8400,1729.2828559875488
2025-08-29T10:29:47.872781,8600,1856.5359115600586
2025-08-29T10:29:49.910051,8800,2036.8340015411377
2025-08-29T10:29:52.061278,9000,2150.4461765289307
2025-08-29T10:29:54.263882,9200,2201.4079093933105
2025-08-29T10:29:56.602760,9400,2337.294101715088
2025-08-29T10:29:59.124191,9600,2520.167112350464
2025-08-29T10:30:01.856967,9800,2732.2962284088135
2025-08-29T10:30:04.596843,10000,2739.370107650757
2025-08-29T10:30:07.480819,10200,2883.284330368042
2025-08-29T10:30:10.552790,10400,3071.1867809295654
2025-08-29T10:30:13.870819,10600,3317.2638416290283
2025-08-29T10:30:17.223509,10800,3351.8500328063965
2025-08-29T10:30:21.002174,11000,3777.848958969116
2025-08-29T10:30:24.699329,11200,3696.258783340454
2025-08-29T10:30:28.652590,11400,3952.0208835601807
2025-08-29T10:30:32.736283,11600,4082.204818725586
2025-08-29T10:30:37.116692,11800,4379.591941833496
2025-08-29T10:30:41.586134,12000,4468.740940093994
2025-08-29T10:30:46.293849,12200,4706.437110900879
2025-08-29T10:30:51.480621,12400,5186.0191822052
2025-08-29T10:30:56.673268,12600,5191.893100738525
2025-08-29T10:31:02.126500,12800,5452.402114868164
2025-08-29T10:31:02.196510,13000,-1
2025-08-29T10:31:02.357714,13200,-1
2025-08-29T10:31:02.470687,13400,-1
2025-08-29T10:31:02.538270,13600,-1
2025-08-29T10:31:02.694478,13800,-1
2025-08-29T10:31:02.862515,14000,-1
2025-08-29T10:31:03.021941,14200,-1
2025-08-29T10:31:03.188320,14400,-1
2025-08-29T10:31:10.908166,14600,7719.181060791016
2025-08-29T10:31:18.945011,14800,8035.209894180298
2025-08-29T10:31:27.294106,15000,8348.305940628052
2025-08-29T10:31:36.200455,15200,8904.710054397583
2025-08-29T10:31:53.815108,15400,17614.030122756958
2025-08-29T10:32:03.081500,15600,9265.5029296875
2025-08-29T10:32:12.702106,15800,9619.969129562378
2025-08-29T10:32:23.098262,16000,10395.818948745728
2025-08-29T10:32:34.670763,16200,11571.775913238525
2025-08-29T10:32:45.407513,16400,10735.792875289917
2025-08-29T10:32:56.786092,16600,11377.007007598877
2025-08-29T10:33:09.443544,16800,12656.298875808716
2025-08-29T10:33:21.669092,17000,12224.63583946228
2025-08-29T10:33:34.266499,17200,12596.52590751648
2025-08-29T10:33:48.213000,17400,13945.762872695923
2025-08-29T10:34:01.327676,17600,13113.755226135254
2025-08-29T10:34:15.020354,17800,13691.691875457764
2025-08-29T10:34:30.585029,18000,15563.637018203735
2025-08-29T10:34:44.958401,18200,14372.95913696289
2025-08-29T10:35:00.371868,18400,15412.687063217163
2025-08-29T10:35:17.180938,18600,16808.446168899536
2025-08-29T10:35:33.338822,18800,16155.879259109497
2025-08-29T10:37:06.287464,19000,-1
2025-08-29T10:37:22.973661,19200,16685.353994369507
2025-08-29T10:37:40.225046,19400,17250.59413909912
2025-08-29T10:40:35.329061,19600,-1
2025-08-29T10:40:53.579755,19800,18248.374938964844
2025-08-29T10:41:12.363722,20000,18782.974004745483
